TT_Mist_02.troy 1856.16 590.59 9972.85 -2147483648 0 0 0
TT_Mist_02.troy 13829.2 793.839 4690.6 -2147483648 0 0 0
TT_Mist_02.troy 3723.18 1561.93 8404.49 -2147483648 0 0 0
TT_Mist_02.troy 1643.13 667.018 4061.22 -2147483648 0 0 0
TT_Mist_02.troy 2661.72 693.433 4023.53 -2147483648 0 0 0
TT_Mist_02.troy 1857.01 1568.75 8825.14 -2147483648 0 0 0
TT_Mist_02.troy 1049.19 681.978 9308.18 -2147483648 0 0 0
TT_Mist_02.troy 5364.69 557.634 8613.91 -2147483648 0 0 0
TT_Mist_02.troy 8187.6 1580.08 4206.76 -2147483648 0 0 0
TT_Mist_02.troy 13601.3 512.349 4418.2 -2147483648 0 0 0
TT_Mist_02.troy 9225.9 802.998 4038.34 -2147483648 0 0 0
TT_Mist_02.troy 8251.49 802.998 4577.45 -2147483648 0 0 0
TT_Mist_01.troy 2839.6 60.5195 4809.23 -2147483648 0 0 0
TT_Mist_02.troy 3694.23 703.222 4060.19 -2147483648 0 0 0
TT_Mist_02.troy 1182.42 901.436 4286.45 -2147483648 0 0 0
Audio-Emitter_TT_ChasmWind.troy 3936.13 -308.807 7388.5 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 5292.91 128.589 9873.9 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2296.58 400.843 10279.3 -2147483648 0 0 0
TT_Fire_01_Blue.troy 858.288 437.988 5299.94 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 4447.74 83.8488 7702.84 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11048.1 89.999 6571.69 -2147483648 0 0 0
TT_Fire_03_Orange.troy 10695.6 131.575 5419.32 -2147483648 0 0 0
TT_Fire_03_Orange.troy 8795.2 165.018 5711.58 -2147483648 0 0 0
TT_Fire_03_Orange.troy 10010.1 191.814 4161.9 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11189.3 181.491 10442.2 -2147483648 0 0 0
TT_Fire_03_Orange.troy 9407.27 182.382 4309.52 -2147483648 0 0 0
TT_Fire_03_Orange.troy 8823.84 90.4785 4496.98 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 7943.31 212.537 5827.39 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3138.19 310.978 9252.04 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3782.92 82.2094 5870.54 -2147483648 0 0 0
TT_Fire_01_Blue.troy 1653.32 397.305 9939.36 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3815.09 73.1626 8614.42 -2147483648 0 0 0
TT_Fire_01_Blue.troy 405.032 504.893 8584.87 -2147483648 0 0 0
TT_Fire_01_Blue.troy 434.68 508.973 5961.72 -2147483648 0 0 0
TT_Fire_01_Blue.troy 1674.9 398.67 4609.53 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2293.24 403.763 4302.34 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 4377.27 75.8822 6580.35 -2147483648 0 0 0
TT_Fire_03_Orange.troy 10971.5 78.6678 7704.59 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11616.2 84.8974 8609.57 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11642.3 74.4505 5862.5 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11594.5 126.859 5149.65 -2147483648 0 0 0
TT_Fire_03_Orange.troy 9276.58 99.796 5519.89 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11217.9 133.114 3977.92 -2147483648 0 0 0
TT_Fireflies_01.troy 10324.4 454.736 10406.5 -2147483648 0 0 0
TT_Ghosts_01.troy 9215.34 268.348 5826.27 -2147483648 0 0 0
TT_Ghosts_01.troy 10667.6 316.665 5628.22 -2147483648 0 0 0
TT_Fireflies_01.troy 5556.76 61.1244 7928.21 -2147483648 0 0 0
TT_Fireflies_01.troy 4793.69 35.6028 5833.61 -2147483648 0 0 0
TT_Fireflies_01.troy 4067.21 133.553 9002.35 -2147483648 0 0 0
TT_Fireflies_01.troy 7682.67 85.2349 7399.11 -2147483648 0 0 0
TT_Fireflies_01.troy 10401.7 178.909 10325.6 -2147483648 0 0 0
TT_Fireflies_01.troy 11340.4 17.4343 9118.45 -2147483648 0 0 0
TT_Fireflies_01.troy 6459.73 103.277 5819.36 -2147483648 0 0 0
TT_Fireflies_01.troy 4425.45 131.284 5346.87 -2147483648 0 0 0
TT_Fireflies_01.troy 5646.8 194.082 5606.53 -2147483648 0 0 0
TT_Ghosts_01.troy 4470.54 335.866 5382.02 -2147483648 0 0 0
TT_Ghosts_01.troy 5611.06 340.163 5673.1 -2147483648 0 0 0
TT_Ghosts_01.troy 5247.49 408.153 10189.7 -2147483648 0 0 0
TT_Ghosts_01.troy 7663.84 292.875 7505.13 -2147483648 0 0 0
TT_Ghosts_01.troy 9963.16 266.664 7718.37 -2147483648 0 0 0
TT_Ghosts_01.troy 11325.1 257.853 9118.45 -2147483648 0 0 0
TT_Ghosts_01.troy 9721.83 333.168 7808 -2147483648 0 0 0
TT_Ghosts_01.troy 12219 349.257 10853.9 -2147483648 0 0 0
TT_Ghosts_01.troy 5632.49 415.269 7987.26 -2147483648 0 0 0
TT_Ghosts_01.troy 6445.11 333.538 5918.24 -2147483648 0 0 0
TT_Ghosts_01.troy 4829.21 294.359 5791.87 -2147483648 0 0 0
TT_Ghosts_01.troy 4044.98 289.987 9065.85 -2147483648 0 0 0
TT_Fire_03_Orange.troy 12282.7 420.472 5335.4 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13764.9 408.654 4629.11 -2147483648 0 0 0
TT_Fire_03_Orange.troy 8544.96 197.57 7798.24 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 2931.8 455.686 10466.5 -2147483648 0 0 0
TT_Fire_04_Purple.troy 14990.2 517.718 8599.86 -2147483648 0 0 0
lightningbug.troy 9070.19 26.4018 11340.8 -2147483648 0 0 0
TT_Fire_04_Purple.troy 11754.7 382.664 7280.55 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12150.8 351.02 7957.19 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13864.6 412.429 7702.75 -2147483648 0 0 0
TT_Fire_04_Purple.troy 15014.8 507.338 5982.33 -2147483648 0 0 0
TT_Fire_04_Purple.troy 14572.5 439.372 5342.83 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12456.7 349.676 8288.29 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12170.2 352.902 6606.7 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13126.6 410.113 4289.9 -2147483648 0 0 0
TT_Fire_03_Orange.troy 11855.1 193.35 3906.29 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13746.1 400.344 9968.8 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13131.5 407.091 10267.3 -2147483648 0 0 0
TT_Fire_04_Purple.troy 14560.8 427.25 9269.2 -2147483648 0 0 0
TT_Fire_04_Purple.troy 13847.8 411.753 6874.86 -2147483648 0 0 0
TT_Fire_01_Blue.troy 1557.6 415.479 6878.44 -2147483648 0 0 0
Chaos_Spawn.troy 14350.8 170.404 7305.33 -2147483648 0 0 0
Order_Spawn.troy 1076.6 164.69 7303.47 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12475.8 347.23 6282.13 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12601.7 345.27 5667.24 -2147483648 0 0 0
TT_Fire_04_Purple.troy 12563.1 347.372 8899.35 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2828.29 352.089 8901.44 -2147483648 0 0 0
TT_Fireflies_01.troy 5340.88 197.011 10117.6 -2147483648 0 0 0
TT_Fireflies_01.troy 9963.16 80.0744 7718.37 -2147483648 0 0 0
TT_Fireflies_01.troy 9721.83 233.168 7808 -2147483648 0 0 0
TT_Fireflies_01.troy 7436.6 50.787 6027.55 -2147483648 0 0 0
TT_Fireflies_01.troy 9258.48 90.1605 5789.36 -2147483648 0 0 0
TT_Ghosts_01.troy 10693.1 159.29 5636.22 -2147483648 0 0 0
TT_Mist_01.troy 3311.11 -110.968 9898.75 -2147483648 0 0 0
TT_Mist_01.troy 13187.5 18.3021 8898.31 -2147483648 0 0 0
TT_Mist_01.troy 13402.5 12.2831 5131.36 -2147483648 0 0 0
TT_Mist_01.troy 7452.77 -67.162 4823.85 -2147483648 0 0 0
TT_Mist_01.troy 5812.84 -108.603 8922.14 -2147483648 0 0 0
TT_Mist_01.troy 9028.97 -108.603 9225.25 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2949.58 345.945 8290.26 -2147483648 0 0 0
TT_Fire_01_Blue.troy 3262.76 348.399 7970.36 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2966.27 337.277 6284.2 -2147483648 0 0 0
TT_Fire_01_Blue.troy 2861.93 355.763 5676.52 -2147483648 0 0 0
TT_Fire_01_Blue.troy 3273.38 336.644 6618.88 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3181.31 422.659 5309.61 -2147483648 0 0 0
TT_Fire_01_Blue.troy 3679.64 376.133 7288.85 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3913.36 187.121 9237.25 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 4714.26 190.839 10229.4 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 4192.58 125.777 10482.5 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 5906.19 137.134 8199.75 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 5177.88 184.284 8602.51 -2147483648 0 0 0
TT_Fire_03_Orange.troy 8313.51 133.638 8837.41 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 7414.75 177.574 7732.64 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 7353.33 168.533 8809.15 -2147483648 0 0 0
TT_Fire_03_Orange.troy 9626.18 191.969 8274.1 -2147483648 0 0 0
TT_Fire_02_Yellow.troy 3478.03 186.188 10529.2 -2147483648 0 0 0
TT_Fire_03_Orange.troy 10069 176.056 9832.21 -2147483648 0 0 0
